job_title,company_name,company_location,work_method,work_type,seniority_level,days_from_post_date,no_of_applicants,no_of_employees,industry,industry_new,tool_python,tool_r,tool_sql,lib_numpy,lib_matplotlib,lib_pandas,lib_scipy,lib_scikit,lib_theano,lib_tensorflow,lib_keras,lib_pytorch,lib_cntk,lib_mxnet
Senior Carbon Data Analyst,Unravel Carbon (Yc W22),Singapore,On-site,Full-time,Mid-Senior level,21,119,501-1000,IT Services and IT Consulting,Information Technology,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Security Engineer ,Infosys Compaz Pte Ltd,Singapore,On-site,Full-time,Mid-Senior level,84,22,10001+,Telecommunications,Telecommunications,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Specialist,Singtel,Singapore,Hybrid,Full-time,,7,36,501-1000,Higher Education,Education,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Assistant/Engineer ,Singapore Institute Of Technology,Singapore,Hybrid,Full-time,,7,41,51-200,Software Development,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer Intern,Knorex,Singapore,On-site,Full-time,Mid-Senior level,28,36,1001-5000,Investment Banking,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Engineer, Customer Identity And Access Management ",Td Securities,Singapore,Hybrid,Full-time,Associate,21,68,10001+,IT Services and IT Consulting,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sharepoint Analyst ,Ncs Group,Singapore,Hybrid,Full-time,Mid-Senior level,21,74,1001-5000,Financial Services,Financial Services,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist Intern - Singapore,Artefact,Singapore,On-site,Full-time,Mid-Senior level,3,119,1001-5000,Insurance,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staff/Senior Risk Data Scientist,Airwallex,Singapore,Hybrid,Full-time,Associate,7,65,10001+,Entertainment Providers,Entertainment and Media,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Great Eastern,Singapore,Hybrid,Full-time,,7,12,1001-5000,Security and Investigations,Others,1,0,1,1,0,0,0,1,0,1,0,0,0,0
"Bi Analyst, Data & Consultancy",Assembly Global,Singapore,On-site,Full-time,Mid-Senior level,56,89,1001-5000,Accounting,Financial Services,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer - E-Commerce Risk Control,Tiktok,Singapore,On-site,Full-time,Mid-Senior level,14,82,1001-5000,Software Development,Information Technology,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Gsoc Analyst Manager,Pinkerton | Comprehensive Risk Management,Singapore,Hybrid,Full-time,Entry level,7,28,51-200,Oil and Gas,Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0
General Assurance Data Analytics – Manager,Pwc Singapore,Singapore,On-site,Full-time,Entry level,7,157,10001+,Banking,Financial Services,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer ,Binance,Singapore,Remote,Full-time,,7,90,1-10,Human Resources,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Capgemini,Singapore,Hybrid,Full-time,Mid-Senior level,7,134,10001+,"Technology, Information and Internet",Information Technology,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Junior Data Scientist - Dubai, Uae",Cobblestone Energy,Singapore,On-site,Internship,Internship,5,71,5001-10000,Medical Equipment Manufacturing,Healthcare,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"Senior Officer, Data Analyst, Enterprise Data Management, Data Management Office",Uob,Singapore,Hybrid,Full-time,Mid-Senior level,7,183,1001-5000,Financial Services,Financial Services,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer - Global Payments ,Gateway Search,Singapore,On-site,Full-time,Entry level,28,92,10001+,Telecommunications,Telecommunications,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist Intern,Artefact Asia,Singapore,On-site,Full-time,,21,47,5001-10000,IT Services and IT Consulting,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Management Analyst,Big Cloud,Singapore,Remote,Full-time,Associate,28,74,501-1000,Government Administration,Public Sector,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Principal Engineer, Qa/Qc",St Engineering,Singapore,On-site,Full-time,Mid-Senior level,28,20,11-50,Staffing and Recruiting,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Testing Engineer ,Triton Ai,Singapore,Hybrid,Contract,Executive,14,130,1001-5000,Oil and Gas,Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst - Space Systems And Analytics,Bytedance,Singapore,Hybrid,Full-time,Entry level,7,14,11-50,IT Services and IT Consulting,Information Technology,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Expression Of Interest 2023/2024 Internship Program – Data Engineering,Resmed,Singapore,Hybrid,Full-time,Mid-Senior level,6,119,501-1000,"Technology, Information and Internet",Information Technology,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Airwallex,Singapore,On-site,Full-time,Mid-Senior level,7,157,11-50,Staffing and Recruiting,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Associate Data Scientist - #Catalystwsp,Singtel,Singapore,Hybrid,Full-time,Associate,7,178,10001+,Entertainment Providers,Entertainment and Media,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Data Scientist, Xdata",Htx (Home Team Science & Technology Agency),Singapore,Remote,Full-time,Entry level,7,99,10001+,Financial Services,Financial Services,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Binance Accelerator Programme - Junior Data Analyst,Binance,Singapore,On-site,Full-time,,5,74,1-10,Human Resources,Human Resources,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Etl Analyst,Civica,Singapore,Hybrid,Full-time,Mid-Senior level,7,98,51-200,Staffing and Recruiting,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manager – Data Analytics And Intel ,Imda,Singapore,Remote,Full-time,Mid-Senior level,7,66,1001-5000,Broadcast Media Production and Distribution,Entertainment and Media,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zero Knowledge Researcher,Blockchainstaffingninja,Singapore,On-site,Full-time,Internship,21,180,501-1000,Financial Services,Financial Services,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Project Ot  Engineer,Modec Offshore Production Systems (Singapore) Pte. Ltd.,Singapore,Hybrid,Full-time,Entry level,6,47,51-200,IT Services and IT Consulting,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Sph Media,Singapore,On-site,Full-time,Mid-Senior level,28,147,11-50,Staffing and Recruiting,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Artificial Intelligence Researcher,Huawei Singapore,Singapore,Hybrid,Contract,Mid-Senior level,3,61,10001+,Manufacturing,Manufacturing,1,1,0,0,0,0,0,0,0,1,0,1,0,0
Junior Etl Developer,Ox Consultancy Pte Ltd,Singapore,Hybrid,Full-time,Mid-Senior level,28,103,1001-5000,Software Development,Information Technology,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Kognitiv Corporation,Singapore,Hybrid,Full-time,,7,13,10001+,Financial Services,Financial Services,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist,Charterhouse Asia,Singapore,Hybrid,Full-time,Mid-Senior level,14,56,1001-5000,Banking,Financial Services,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Engineer / Associate Data Engineer,Singapore Tourism Board,Singapore,On-site,Contract,Associate,28,15,201-500,IT Services and IT Consulting,Information Technology,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - E-Commerce Risk Control,Tiktok,Singapore,Hybrid,Full-time,Executive,5,32,51-200,Automation Machinery Manufacturing,Manufacturing,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Data Scientist, Sf&I Innovation",Lseg (London Stock Exchange Group),Singapore,On-site,Full-time,Mid-Senior level,28,48,501-1000,Business Consulting and Services,Professional Services,1,0,1,1,0,1,0,1,0,0,0,0,0,0
Data Scientist ,Triton Ai,Singapore,Hybrid,Internship,,7,51,1001-5000,IT Services and IT Consulting,Information Technology,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,Nextwave Partners,Singapore,Hybrid,Full-time,Entry level,21,63,11-50,Financial Services,Financial Services,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Mediacorp Pte Ltd,Singapore,On-site,Full-time,Mid-Senior level,7,153,501-1000,Staffing and Recruiting,Human Resources,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Project Intern, Quantitative Strategy And Performance Analytics ",Temasek,Singapore,On-site,Full-time,Mid-Senior level,7,133,201-500,Staffing and Recruiting,Human Resources,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Swiss Re,Singapore,Hybrid,Full-time,Mid-Senior level,4,24,201-500,Staffing and Recruiting,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist - Singapore,Artefact,Singapore,On-site,Full-time,,21,67,10001+,IT Services and IT Consulting,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Aida Technologies Pte Ltd,Singapore,On-site,Full-time,Internship,7,75,10001+,"Transportation, Logistics, Supply Chain and Storage",Transportation,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Scot Lewis Associates,Singapore,Remote,Full-time,Mid-Senior level,7,29,5001-10000,Renewable Energy Semiconductor Manufacturing,Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assistant Manager - Data Science ,Unilever,Singapore,On-site,Full-time,Entry level,14,199,10001+,IT Services and IT Consulting,Information Technology,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist Manager,Accenture Southeast Asia,Singapore,On-site,Full-time,Associate,14,36,1001-5000,Staffing and Recruiting,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Analyst ,Binance,Singapore,On-site,Full-time,Mid-Senior level,28,19,11-50,Staffing and Recruiting,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cyber Threat Intelligence Lead,Ubs,Singapore,On-site,Full-time,Internship,7,130,501-1000,Financial Services,Financial Services,0,1,0,0,0,0,0,0,0,0,0,0,0,0
It Internal Governance And Regulatory Advisory Specialist,Cimb Singapore,Singapore,On-site,Full-time,,7,103,10001+,"Technology, Information and Internet",Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer ,"Continental Technology Solutions,Inc",Singapore,Hybrid,Full-time,Executive,7,198,10001+,Advertising Services,Entertainment and Media,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist - Global E-Commerce,Tiktok,Singapore,Remote,Full-time,Mid-Senior level,21,50,501-1000,Financial Services,Financial Services,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Application Engineer / Senior Application Engineer ,Phoenix Contact (Sea),Singapore,On-site,Full-time,,3,53,201-500,Human Resources,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Consulting Manager - Singapore,Artefact,Singapore,On-site,Full-time,Associate,7,8,10001+,Semiconductor Manufacturing,Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May To Oct/Dec 2023 Uni Internship - Synthetic Data Generation,Ihis (Integrated Health Information Systems),Singapore,On-site,Full-time,Mid-Senior level,21,141,1001-5000,Business Consulting and Services,Professional Services,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Meetkai Inc.,Singapore,On-site,Full-time,Mid-Senior level,2,36,1001-5000,Higher Education,Education,1,1,0,0,0,0,0,0,0,1,0,1,0,0
Data Scientist,Fomo Pay,Singapore,Remote,Full-time,Mid-Senior level,7,25,1001-5000,Staffing and Recruiting,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Platform Owner- Data Platform,Emirates Nbd,Singapore,Hybrid,Full-time,,7,64,1-10,Human Resources,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regional Head Of Data Science,Spring Professional,Singapore,On-site,Internship,Internship,4,144,201-500,International Trade and Development,Financial Services,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Junior Quantitative Analyst,Exxonmobil,Singapore,On-site,Full-time,,14,46,10001+,IT Services and IT Consulting,Information Technology,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Security Engineer,Storm2,Singapore,Hybrid,Full-time,Mid-Senior level,14,155,10001+,Semiconductor Manufacturing,Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Consultant,Salt,Singapore,Hybrid,Full-time,Entry level,21,94,11-50,Staffing and Recruiting,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Cognizant,Singapore,On-site,Internship,Internship,28,88,5001-10000,Beverage Manufacturing,Consumer goods,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People & Organization Intern,Db Schenker,Singapore,On-site,Full-time,,21,11,10001+,IT Services and IT Consulting,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rd&D Data Analyst Industry 4.0,Maxeon Solar Technologies,Singapore,On-site,Full-time,Mid-Senior level,1,25,1-10,Human Resources,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Analyst, Microsoft ",Ncs Group,Singapore,On-site,Full-time,,7,169,1001-5000,Investment Management,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Exyte,Singapore,Remote,Full-time,Mid-Senior level,14,95,10001+,Food and Beverage Services,Consumer goods,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Data Specalist,Atlas Professionals,Singapore,Remote,Full-time,Mid-Senior level,7,95,1001-5000,Accounting,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Software Developer,Flintex Consulting Pte Ltd,Singapore,On-site,Full-time,Associate,14,65,10001+,Airlines and Aviation,Transportation,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Project Intern, Digital Technology ",Temasek,Singapore,Hybrid,Full-time,Associate,14,45,1001-5000,Architecture and Planning,Others,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Manager, Data Center Asset Portfolio",Google,Singapore,On-site,Full-time,Mid-Senior level,28,35,1001-5000,Staffing and Recruiting,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst / Senior Data Analyst,Binance,Singapore,On-site,Full-time,Mid-Senior level,14,86,51-200,Staffing and Recruiting,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Machine Learning Engineer, E-Commerce Risk Control",Bytedance,Singapore,Hybrid,Full-time,Mid-Senior level,14,200,1001-5000,Professional Services,Professional Services,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mediacom | Analyst - Analytics & Insights,Groupm,Singapore,Hybrid,Full-time,Mid-Senior level,14,40,1-10,Staffing and Recruiting,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Senior Associate / Assistant Vice President, Data Engineer, Technology ",Temasek,Singapore,On-site,Full-time,Mid-Senior level,28,29,11-50,Staffing and Recruiting,Human Resources,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Java Developer,Rrecruiter,Singapore,On-site,Full-time,Mid-Senior level,7,16,501-1000,Human Resources Services,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cs Competence Engineer,Asml,Singapore,On-site,Full-time,Associate,56,71,1001-5000,Financial Services,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst ,Experis Singapore,Singapore River,Hybrid,Contract,Mid-Senior level,7,20,10001+,Biotechnology Research,Healthcare,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Data Engineer, Management Insights",Kpmg Singapore,Singapore,On-site,Full-time,Entry level,14,13,10001+,IT Services and IT Consulting,Information Technology,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Research Fellow ,Duke-Nus Medical School,Singapore,Hybrid,Full-time,,21,31,501-1000,Higher Education,Education,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ai Research Specialist ,Jac Group,Singapore,On-site,Full-time,Mid-Senior level,7,13,1001-5000,Insurance,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Testing Engineer ,Triton Ai,Singapore,On-site,Full-time,Mid-Senior level,21,197,201-500,Staffing and Recruiting,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,International Sos,Singapore,On-site,Full-time,Entry level,14,16,11-50,Staffing and Recruiting,Human Resources,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Analyst ,Shield,Singapore,Hybrid,Internship,Entry level,21,44,1001-5000,Accounting,Financial Services,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Research Assistant  Internship,Agrocorp International,Singapore,On-site,Full-time,,7,155,10001+,Financial Services,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist Cum Engineer ,Thales,Singapore,On-site,Internship,,7,77,1001-5000,Accounting,Financial Services,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Management Specialist,Amd,Singapore,On-site,Full-time,Mid-Senior level,6,137,201-500,Staffing and Recruiting,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pl Sql Developer,Horizon Software Pte Ltd,Singapore,On-site,Full-time,Mid-Senior level,7,64,1001-5000,IT Services and IT Consulting,Information Technology,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Junior Data Analyst,Collabera Singapore,Singapore,On-site,Full-time,,7,16,10001+,Semiconductor Manufacturing,Manufacturing,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2023 Quantitative Analytics Summer Associate Program - Singapore,Jpmorgan Chase & Co.,Singapore,On-site,Full-time,,7,21,501-1000,Higher Education,Education,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Privacy  Intern,Moët Hennessy,Singapore,Hybrid,Full-time,Entry level,84,79,11-50,IT Services and IT Consulting,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Analyst, Sapmena",L'Oréal,Singapore,On-site,Full-time,Entry level,7,106,201-500,Financial Services,Financial Services,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Data & Ai Solution Lead, Public Sector",Ibm,Singapore,On-site,Full-time,Mid-Senior level,7,83,10001+,Industrial Machinery Manufacturing,Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salesforce Developer,Believe Resourcing Group,Singapore,On-site,Full-time,Mid-Senior level,14,69,11-50,Biotechnology Research,Healthcare,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyst,Millennium,Singapore,On-site,Full-time,Entry level,14,10,51-200,Information Technology & Services,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cps Sg Qse Manager,The Coca-Cola Company,Singapore,On-site,Full-time,Associate,7,117,10001+,Banking,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sme - Data Architect  - Manager,Pwc Singapore,Singapore,Hybrid,Full-time,Mid-Senior level,7,197,10001+,Security and Investigations,Others,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Operational Technology  Security Engineer,Ncs Group,Singapore,Remote,Full-time,Mid-Senior level,7,49,201-500,Oil and Gas,Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer  - Global Payments,Bytedance,Singapore,On-site,Full-time,Entry level,7,41,1001-5000,IT Services and IT Consulting,Information Technology,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Analyst ,Sats Ltd.,Singapore,On-site,Full-time,Mid-Senior level,14,29,501-1000,"Transportation, Logistics, Supply Chain and Storage",Transportation,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Intern,Parcel Perform,Singapore,Hybrid,Full-time,,56,7,501-1000,Higher Education,Education,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Senior Associate,Aedas,Singapore,Hybrid,Internship,Entry level,14,10,1001-5000,Accounting,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ai Research Scientist,Jac Group,Singapore,On-site,Full-time,Mid-Senior level,7,60,501-1000,Higher Education,Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analytical Research Scientist - Inorganic,Volt - International (An Innova Solutions Company),Singapore,Hybrid,Contract,Entry level,14,1,201-500,Information Technology & Services,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Selby Jennings,Singapore,On-site,Full-time,Mid-Senior level,1,118,10001+,Medical Equipment Manufacturing,Healthcare,1,0,0,1,0,1,0,1,0,0,0,0,0,0
Lead Research Scientist,Big Cloud,Singapore,Hybrid,Full-time,Mid-Senior level,7,175,10001+,Financial Services,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Software Developer,Flintex Consulting Pte Ltd,Singapore,Remote,Full-time,Mid-Senior level,14,66,10001+,Biotechnology Research,Healthcare,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Business Analyst – Energy Storage,Whitecrow Research,Singapore,On-site,Full-time,Mid-Senior level,7,49,10001+,Semiconductors,Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,General Index,Singapore,Remote,Full-time,Entry level,21,1,11-50,Staffing and Recruiting,Human Resources,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantitative Analyst - Commodities,Drw,Singapore,On-site,Full-time,Internship,4,80,10001+,Semiconductor Manufacturing,Manufacturing,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scientist 1, Qc",Lonza,Singapore,Hybrid,Full-time,Mid-Senior level,7,42,1001-5000,Software Development,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer Intern,Rakuten Asia Pte Ltd,Singapore,Hybrid,Full-time,,14,76,10001+,Banking,Financial Services,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Center Engineer ,Ntt,Singapore,On-site,Full-time,Mid-Senior level,4,120,10001+,Semiconductor Manufacturing,Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Fellow/Research Engineer ,Singapore Institute Of Technology,Singapore,On-site,Full-time,Mid-Senior level,14,67,1001-5000,Business Consulting and Services,Professional Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer ,Vida Digital Identity,Singapore,On-site,Full-time,Associate,7,18,501-1000,IT Services and IT Consulting,Information Technology,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Governance, Consultant",Aia Singapore,Singapore,Hybrid,Full-time,Entry level,56,96,201-500,Biotechnology Research,Healthcare,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Strategy & Analytics Intern,Snowflake,Singapore,Hybrid,Part-time,Entry level,7,117,10001+,IT Services and IT Consulting,Information Technology,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Product Manager,Storm2,Singapore,Hybrid,Full-time,Mid-Senior level,84,52,1001-5000,IT Services and IT Consulting,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer  Do,Trust Recruit Pte Ltd,Singapore,Hybrid,Full-time,,14,125,1001-5000,Computer Games,Entertainment and Media,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Quantitative Researcher,Tenten Partners,Singapore,Hybrid,Full-time,Mid-Senior level,7,155,51-200,Staffing and Recruiting,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Intern, Business Intelligence Data Analytics",Mercer,Singapore,Hybrid,Full-time,Mid-Senior level,7,30,51-200,Staffing and Recruiting,Human Resources,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Off-Cycle Digital | Cloud, Digital, Data  Internship",Pwc Singapore,Singapore,Remote,Full-time,,28,8,501-1000,Higher Education,Education,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2023 Work Study Program - Technology ,Jpmorgan Chase & Co.,Singapore,Hybrid,Full-time,Mid-Senior level,14,35,1-10,Research Services,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Internship - Artificial Intelligence/Machine Learning ,Infineon Technologies,Singapore,On-site,Full-time,Associate,7,37,1001-5000,Utilities,Power,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Machine Learning Engineer , Global Payments",Bytedance,Singapore,Hybrid,Full-time,Mid-Senior level,28,110,1001-5000,Software Development,Information Technology,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Intern Data Science,Rsm - Singapore,Singapore,On-site,Full-time,,6,43,51-200,Software Development,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head Of Data Science,Storm2,Singapore,On-site,Full-time,Mid-Senior level,7,61,10001+,Semiconductors,Manufacturing,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Apac Head Of Data & Analytics - Global Telco Giant / Innovation Lab,Evolution Singapore,Singapore,On-site,Full-time,Mid-Senior level,21,88,1001-5000,Accounting,Financial Services,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Ops Analyst,Ihis (Integrated Health Information Systems),Singapore,On-site,Full-time,Associate,1,11,1001-5000,Law Practice,Professional Services,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Application Engineer,Applied Materials,Singapore,Hybrid,Full-time,Mid-Senior level,21,35,10001+,Banking,Financial Services,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Research Fellow/Research Engineer ,Singapore Institute Of Technology,Singapore,Hybrid,Full-time,Mid-Senior level,21,196,5001-10000,Software Development,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,The Tech Galore,Singapore,Hybrid,Full-time,Mid-Senior level,14,111,10001+,Food and Beverage Services,Consumer goods,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Junior Risk Analyst,Lmax Group,Singapore,Hybrid,Full-time,Mid-Senior level,7,60,10001+,"Appliances, Electrical, and Electronics Manufacturing",Manufacturing,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023 Spring Internship - Data Analytics,Gxs Bank,Singapore,On-site,Full-time,Entry level,7,79,10001+,"Appliances, Electrical, and Electronics Manufacturing",Manufacturing,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer,The Coca-Cola Company,Singapore,Hybrid,Full-time,Entry level,7,8,11-50,Staffing and Recruiting,Human Resources,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Fp&A Analyst Iii,Johnson Controls,Singapore,On-site,Full-time,Mid-Senior level,7,130,201-500,Staffing and Recruiting,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Scientist,Neuroglee Therapeutics,Singapore,Hybrid,Full-time,Mid-Senior level,14,151,10001+,Telecommunications,Telecommunications,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Teradata Developer,Technocracy Private Limited,Singapore,On-site,Full-time,Mid-Senior level,21,59,10001+,Banking,Financial Services,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Analyst, Fraud Risk Management",Standard Chartered Bank,Singapore,On-site,Full-time,Entry level,14,47,1001-5000,Software Development,Information Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trading/Market Analyst ,Petrochina International (Singapore),Singapore,On-site,Full-time,Mid-Senior level,7,3,11-50,Human Resources Services,Human Resources,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer- Advanced Analytics,Emirates Nbd,Singapore,Hybrid,Full-time,,7,26,501-1000,Higher Education,Education,1,0,1,0,1,1,0,0,0,0,0,0,0,0
Software Engineer,Certis,Singapore,On-site,Full-time,Mid-Senior level,7,31,1001-5000,Accounting,Financial Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0
